Age,School Type,Main Administration,Gender_female,Gender_male,Nationality_Non-Saudi,Nationality_Saudi,Class Level_1,Class Level_2,Class Level_3,Candidacy type_Self-Candidacy,Candidacy type_Talented-Candidacy,Pass/Fail
0.36363636363636354,2,2,False,True,False,True,False,True,False,True,False,1
0.09090909090909083,1,11,False,True,False,True,True,False,False,False,True,1
0.09090909090909083,1,2,True,False,False,True,True,False,False,False,True,1
0.09090909090909083,1,11,True,False,False,True,True,False,False,True,False,0
0.09090909090909083,1,7,False,True,False,True,True,False,False,True,False,0
0.09090909090909083,1,10,True,False,False,True,True,False,False,True,False,0
0.6363636363636362,1,2,True,False,False,True,False,False,True,True,False,1
0.6363636363636362,1,13,False,True,False,True,False,False,True,True,False,1
0.6363636363636362,1,0,True,False,False,True,False,False,True,True,False,0
0.6363636363636362,2,11,True,False,False,True,False,False,True,True,False,1
0.36363636363636354,1,8,False,True,False,True,False,True,False,True,False,1
0.6363636363636362,1,2,True,False,False,True,False,False,True,True,False,1
0.09090909090909083,1,11,False,True,False,True,True,False,False,False,True,0
0.09090909090909083,2,8,False,True,False,True,True,False,False,True,False,0
0.36363636363636354,1,11,False,True,False,True,False,True,False,False,True,1
0.6363636363636362,2,8,False,True,True,False,False,False,True,True,False,1
0.6363636363636362,1,8,False,True,False,True,False,False,True,True,False,1
0.09090909090909083,1,10,True,False,False,True,True,False,False,False,True,1
0.09090909090909083,1,8,True,False,False,True,True,False,False,True,False,0
0.6363636363636362,1,8,True,False,False,True,False,False,True,True,False,1
0.6363636363636362,2,7,True,False,False,True,False,False,True,False,True,0
0.09090909090909083,1,12,False,True,False,True,True,False,False,True,False,0
0.36363636363636354,1,2,True,False,False,True,False,True,False,False,True,1
0.36363636363636354,1,3,True,False,False,True,False,True,False,False,True,1
0.09090909090909083,0,8,False,True,True,False,True,False,False,True,False,0
0.36363636363636354,1,5,False,True,False,True,False,True,False,False,True,1
0.6363636363636362,2,3,False,True,False,True,False,False,True,True,False,1
0.6363636363636362,2,8,False,True,False,True,False,False,True,True,False,1
0.09090909090909083,2,2,False,True,False,True,True,False,False,False,True,1
0.8181818181818181,1,6,True,False,False,True,False,False,True,True,False,1
0.36363636363636354,1,2,True,False,False,True,False,True,False,True,False,1
0.09090909090909083,1,0,True,False,False,True,True,False,False,True,False,0
0.36363636363636354,2,2,True,False,False,True,False,True,False,True,False,1
0.36363636363636354,2,2,True,False,False,True,False,True,False,True,False,1
0.6363636363636362,1,2,False,True,False,True,False,False,True,True,False,1
0.7272727272727273,1,8,True,False,False,True,False,False,True,True,False,1
0.09090909090909083,1,2,False,True,False,True,True,False,False,False,True,1
0.0,2,8,False,True,False,True,True,False,False,True,False,0
0.36363636363636354,2,2,True,False,False,True,False,True,False,True,False,0
0.36363636363636354,1,2,True,False,False,True,False,True,False,True,False,1
0.09090909090909083,1,8,False,True,True,False,True,False,False,True,False,1
0.36363636363636354,1,8,True,False,False,True,False,True,False,True,False,1
0.09090909090909083,1,8,True,False,False,True,True,False,False,False,True,1
0.6363636363636362,2,8,False,True,False,True,False,False,True,True,False,1
0.36363636363636354,1,0,False,True,False,True,False,True,False,True,False,1
0.7272727272727273,1,11,False,True,False,True,False,False,True,False,True,1
0.36363636363636354,2,11,False,True,False,True,False,True,False,True,False,1
0.2727272727272727,2,2,True,False,False,True,False,True,False,True,False,1
0.6363636363636362,2,2,True,False,False,True,False,False,True,True,False,1
0.5454545454545454,2,12,True,False,False,True,False,False,True,False,True,1
0.09090909090909083,2,8,False,True,False,True,True,False,False,True,False,0
0.0,1,8,False,True,False,True,True,False,False,True,False,0
0.09090909090909083,1,8,True,False,False,True,True,False,False,True,False,0
0.09090909090909083,1,12,True,False,False,True,True,False,False,False,True,1
0.36363636363636354,1,1,False,True,False,True,False,True,False,True,False,1
0.09090909090909083,1,6,False,True,False,True,True,False,False,True,False,0
0.09090909090909083,2,2,False,True,False,True,True,False,False,True,False,0
0.09090909090909083,1,8,True,False,True,False,True,False,False,True,False,1
0.6363636363636362,1,0,False,True,False,True,False,False,True,False,True,1
0.09090909090909083,1,8,True,False,False,True,True,False,False,True,False,1
0.36363636363636354,1,6,True,False,False,True,False,True,False,True,False,1
0.7272727272727273,1,6,True,False,False,True,False,False,True,False,True,1
0.6363636363636362,1,2,True,False,False,True,False,False,True,True,False,1
0.18181818181818166,0,11,False,True,False,True,True,False,False,True,False,0
0.36363636363636354,1,11,False,True,False,True,False,True,False,False,True,1
0.09090909090909083,2,8,True,False,False,True,True,False,False,True,False,1
0.6363636363636362,1,2,True,False,False,True,False,False,True,True,False,1
0.36363636363636354,1,8,False,True,False,True,False,True,False,True,False,1
0.09090909090909083,1,11,True,False,False,True,True,False,False,True,False,1
0.36363636363636354,2,2,False,True,False,True,False,True,False,True,False,1
0.7272727272727273,1,8,True,False,False,True,False,False,True,False,True,1
0.5454545454545454,1,11,True,False,False,True,False,False,True,False,True,0
0.5454545454545454,1,0,True,False,True,False,False,False,True,True,False,1
0.0,1,2,True,False,False,True,True,False,False,True,False,0
0.6363636363636362,1,8,True,False,False,True,False,False,True,True,False,1
0.6363636363636362,1,2,True,False,False,True,False,False,True,True,False,1
0.0,2,2,False,True,False,True,True,False,False,True,False,1
0.36363636363636354,1,8,True,False,False,True,False,True,False,False,True,1
0.6363636363636362,1,0,True,False,False,True,False,False,True,True,False,0
0.7272727272727273,1,8,True,False,False,True,False,False,True,True,False,1
0.6363636363636362,1,12,True,False,False,True,False,False,True,True,False,1
0.36363636363636354,1,0,True,False,False,True,False,True,False,True,False,1
0.36363636363636354,1,2,True,False,False,True,False,True,False,True,False,1
0.6363636363636362,2,12,False,True,False,True,False,False,True,True,False,1
0.36363636363636354,1,5,False,True,False,True,False,True,False,False,True,1
0.6363636363636362,2,9,False,True,False,True,False,False,True,False,True,1
0.36363636363636354,1,11,False,True,False,True,False,True,False,True,False,1
0.09090909090909083,1,8,True,False,False,True,True,False,False,True,False,0
0.36363636363636354,1,7,False,True,False,True,False,True,False,False,True,1
0.09090909090909083,1,6,True,False,False,True,True,False,False,True,False,1
0.36363636363636354,1,6,False,True,False,True,False,True,False,True,False,0
0.09090909090909083,2,11,True,False,True,False,True,False,False,True,False,0
0.6363636363636362,1,8,True,False,True,False,False,False,True,True,False,1
0.09090909090909083,1,8,False,True,False,True,True,False,False,False,True,0
0.7272727272727273,2,11,False,True,True,False,False,False,True,True,False,1
0.36363636363636354,1,8,True,False,False,True,False,True,False,True,False,1
0.36363636363636354,1,11,False,True,False,True,False,True,False,True,False,1
0.09090909090909083,2,8,False,True,False,True,True,False,False,False,True,1
0.36363636363636354,1,5,True,False,False,True,False,True,False,False,True,0
0.18181818181818166,1,2,False,True,False,True,True,False,False,True,False,1
0.36363636363636354,2,5,False,True,False,True,False,True,False,False,True,0
0.0,1,7,False,True,False,True,True,False,False,True,False,0
0.6363636363636362,1,8,True,False,False,True,False,False,True,False,True,1
0.36363636363636354,2,11,True,False,False,True,False,True,False,True,False,1
0.36363636363636354,1,2,True,False,False,True,False,True,False,True,False,1
0.09090909090909083,1,2,False,True,False,True,True,False,False,True,False,1
0.36363636363636354,2,11,False,True,True,False,False,True,False,False,True,0
0.4545454545454546,2,0,False,True,False,True,False,True,False,True,False,1
0.36363636363636354,1,4,True,False,False,True,False,True,False,True,False,1
0.09090909090909083,1,11,False,True,False,True,True,False,False,False,True,0
0.6363636363636362,1,2,True,False,False,True,False,False,True,True,False,1
0.09090909090909083,1,8,True,False,False,True,True,False,False,True,False,0
0.2727272727272727,2,10,False,True,False,True,False,True,False,True,False,1
0.0,1,2,True,False,False,True,True,False,False,True,False,1
0.6363636363636362,1,8,False,True,False,True,False,False,True,False,True,0
0.36363636363636354,1,10,False,True,False,True,False,True,False,True,False,0
0.6363636363636362,1,3,True,False,False,True,False,False,True,False,True,0
0.09090909090909083,1,0,True,False,False,True,True,False,False,True,False,0
0.09090909090909083,1,2,False,True,False,True,True,False,False,False,True,0
0.36363636363636354,1,2,True,False,False,True,False,True,False,False,True,1
0.36363636363636354,2,7,True,False,False,True,False,True,False,True,False,1
0.36363636363636354,1,8,False,True,False,True,False,True,False,True,False,0
0.36363636363636354,2,11,False,True,False,True,False,True,False,True,False,1
0.2727272727272727,1,8,True,False,False,True,False,True,False,True,False,1
0.36363636363636354,1,1,False,True,True,False,False,True,False,True,False,1
0.09090909090909083,1,0,True,False,False,True,True,False,False,True,False,1
0.09090909090909083,2,7,False,True,False,True,True,False,False,True,False,1
0.6363636363636362,1,8,True,False,False,True,False,False,True,True,False,1
0.2727272727272727,2,5,False,True,False,True,False,True,False,True,False,0
0.0,1,8,False,True,False,True,True,False,False,False,True,0
0.6363636363636362,1,8,True,False,False,True,False,False,True,False,True,1
0.6363636363636362,1,2,True,False,False,True,False,False,True,False,True,1
0.09090909090909083,1,2,False,True,False,True,True,False,False,True,False,1
0.09090909090909083,1,11,True,False,False,True,True,False,False,True,False,1
0.36363636363636354,1,8,False,True,False,True,False,True,False,True,False,1
0.2727272727272727,2,2,False,True,False,True,False,True,False,True,False,1
0.36363636363636354,2,11,False,True,False,True,False,True,False,True,False,1
0.6363636363636362,2,8,True,False,False,True,False,False,True,True,False,1
0.09090909090909083,2,2,True,False,False,True,True,False,False,True,False,1
0.09090909090909083,1,8,True,False,True,False,True,False,False,True,False,1
0.4545454545454546,1,6,False,True,False,True,False,True,False,True,False,1
0.6363636363636362,1,7,False,True,True,False,False,False,True,True,False,1
0.4545454545454546,1,0,False,True,False,True,False,True,False,True,False,1
0.36363636363636354,2,7,True,False,False,True,False,True,False,True,False,1
0.0,2,2,False,True,False,True,True,False,False,True,False,0
0.09090909090909083,1,8,False,True,False,True,True,False,False,False,True,0
0.09090909090909083,1,11,True,False,False,True,True,False,False,False,True,1
0.2727272727272727,1,8,True,False,True,False,True,False,False,True,False,0
0.36363636363636354,1,1,False,True,False,True,False,True,False,True,False,1
0.36363636363636354,1,6,True,False,False,True,False,True,False,True,False,1
0.09090909090909083,2,2,False,True,False,True,True,False,False,True,False,1
0.7272727272727273,2,11,True,False,False,True,False,False,True,True,False,1
0.6363636363636362,1,0,False,True,False,True,False,False,True,True,False,1
0.36363636363636354,1,10,False,True,False,True,False,True,False,True,False,1
0.36363636363636354,1,0,True,False,False,True,False,True,False,True,False,1
0.6363636363636362,1,6,True,False,False,True,False,False,True,True,False,0
0.6363636363636362,2,12,True,False,False,True,False,False,True,True,False,1
0.6363636363636362,1,11,False,True,False,True,False,False,True,False,True,1
0.6363636363636362,2,12,True,False,False,True,False,False,True,True,False,0
0.09090909090909083,1,8,True,False,True,False,True,False,False,True,False,1
0.36363636363636354,1,8,True,False,True,False,False,True,False,True,False,1
0.36363636363636354,1,8,False,True,False,True,False,True,False,False,True,0
0.5454545454545454,1,2,True,False,False,True,False,False,True,True,False,1
0.7272727272727273,2,8,False,True,False,True,False,False,True,False,True,1
0.6363636363636362,1,11,True,False,False,True,False,False,True,False,True,1
0.6363636363636362,1,0,False,True,False,True,False,False,True,False,True,1
0.6363636363636362,2,2,False,True,False,True,False,False,True,True,False,1
0.09090909090909083,1,2,True,False,False,True,True,False,False,False,True,0
0.36363636363636354,1,12,True,False,False,True,False,True,False,True,False,1
0.36363636363636354,1,8,True,False,False,True,False,True,False,True,False,1
0.09090909090909083,0,11,False,True,False,True,True,False,False,True,False,0
0.6363636363636362,1,10,True,False,False,True,False,False,True,False,True,1
0.5454545454545454,1,8,False,True,False,True,False,False,True,True,False,1
0.36363636363636354,2,10,False,True,False,True,False,True,False,True,False,1
0.09090909090909083,1,11,True,False,False,True,True,False,False,False,True,1
0.09090909090909083,1,0,True,False,False,True,True,False,False,True,False,0
0.09090909090909083,1,0,False,True,False,True,True,False,False,True,False,0
0.36363636363636354,1,6,True,False,False,True,False,True,False,True,False,1
0.36363636363636354,1,0,True,False,False,True,False,True,False,False,True,1
0.6363636363636362,0,8,False,True,False,True,False,False,True,True,False,1
0.36363636363636354,2,7,False,True,False,True,False,True,False,True,False,1
0.6363636363636362,1,0,True,False,False,True,False,False,True,True,False,1
0.36363636363636354,1,8,True,False,False,True,False,True,False,True,False,1
0.36363636363636354,1,8,False,True,False,True,False,True,False,True,False,1
0.09090909090909083,1,7,False,True,False,True,True,False,False,False,True,0
0.6363636363636362,1,8,False,True,False,True,False,False,True,True,False,1
0.36363636363636354,1,8,False,True,False,True,False,True,False,False,True,0
0.6363636363636362,1,11,True,False,False,True,False,False,True,True,False,1
0.36363636363636354,1,0,True,False,False,True,False,True,False,True,False,0
0.36363636363636354,1,2,False,True,False,True,False,True,False,False,True,1
0.09090909090909083,1,1,False,True,False,True,True,False,False,True,False,1
0.6363636363636362,1,2,True,False,False,True,False,False,True,True,False,1
0.18181818181818166,2,9,True,False,False,True,True,False,False,False,True,1
0.6363636363636362,1,0,True,False,False,True,False,False,True,True,False,1
0.6363636363636362,1,2,False,True,False,True,False,False,True,True,False,1
0.36363636363636354,1,0,True,False,False,True,False,True,False,True,False,1
0.2727272727272727,1,6,False,True,False,True,False,True,False,False,True,1
0.36363636363636354,1,3,False,True,False,True,False,True,False,False,True,1
0.09090909090909083,1,8,False,True,False,True,True,False,False,False,True,0
0.09090909090909083,1,11,True,False,False,True,True,False,False,True,False,0
0.09090909090909083,1,1,True,False,False,True,True,False,False,False,True,1
0.0,1,11,True,False,False,True,True,False,False,True,False,0
0.6363636363636362,2,11,False,True,False,True,False,False,True,False,True,1
0.09090909090909083,1,10,True,False,False,True,True,False,False,True,False,0
0.09090909090909083,1,2,True,False,False,True,True,False,False,True,False,0
0.6363636363636362,1,10,False,True,False,True,False,False,True,True,False,1
0.36363636363636354,1,10,True,False,False,True,False,True,False,True,False,1
0.09090909090909083,1,7,False,True,False,True,True,False,False,True,False,0
0.6363636363636362,1,7,False,True,False,True,False,False,True,False,True,1
0.6363636363636362,1,2,True,False,False,True,False,False,True,True,False,1
0.2727272727272727,2,11,True,False,False,True,False,True,False,True,False,1
0.36363636363636354,1,2,True,False,False,True,False,True,False,True,False,1
0.36363636363636354,1,4,False,True,False,True,False,True,False,False,True,1
0.6363636363636362,1,11,True,False,False,True,False,False,True,True,False,1
0.36363636363636354,1,11,False,True,False,True,False,True,False,True,False,1
0.36363636363636354,2,2,True,False,False,True,False,True,False,True,False,1
0.09090909090909083,1,8,True,False,False,True,True,False,False,True,False,0
0.36363636363636354,1,11,True,False,False,True,False,True,False,False,True,1
0.18181818181818166,1,5,False,True,False,True,True,False,False,False,True,1
0.6363636363636362,1,8,True,False,False,True,False,False,True,True,False,1
0.36363636363636354,2,2,False,True,False,True,False,True,False,True,False,0
0.36363636363636354,1,8,False,True,False,True,False,True,False,True,False,1
0.09090909090909083,2,8,True,False,False,True,True,False,False,False,True,1
0.36363636363636354,2,8,True,False,False,True,False,True,False,True,False,1
0.2727272727272727,1,11,True,False,False,True,False,True,False,False,True,1
0.6363636363636362,1,2,True,False,False,True,False,False,True,False,True,1
0.6363636363636362,1,8,True,False,False,True,False,False,True,True,False,0
0.6363636363636362,1,8,False,True,False,True,False,False,True,True,False,1
0.6363636363636362,1,10,True,False,False,True,False,False,True,True,False,1
0.36363636363636354,2,8,True,False,False,True,False,True,False,True,False,1
0.09090909090909083,1,2,False,True,False,True,True,False,False,True,False,0
0.36363636363636354,2,0,False,True,False,True,False,True,False,True,False,0
0.7272727272727273,1,5,False,True,False,True,False,False,True,False,True,0
0.36363636363636354,1,2,True,False,False,True,False,True,False,True,False,1
0.36363636363636354,1,6,False,True,False,True,False,True,False,True,False,1
0.09090909090909083,1,1,False,True,False,True,True,False,False,True,False,1
0.36363636363636354,1,11,False,True,False,True,False,True,False,False,True,1
0.09090909090909083,1,8,True,False,False,True,True,False,False,False,True,0
0.5454545454545454,1,2,False,True,False,True,False,False,True,True,False,1
0.36363636363636354,1,2,True,False,False,True,False,True,False,True,False,1
0.36363636363636354,2,8,False,True,False,True,False,True,False,True,False,1
0.09090909090909083,2,11,True,False,False,True,True,False,False,True,False,1
0.36363636363636354,1,2,True,False,False,True,False,True,False,True,False,1
0.09090909090909083,0,8,True,False,False,True,True,False,False,True,False,1
0.09090909090909083,2,12,False,True,False,True,True,False,False,True,False,0
0.6363636363636362,2,11,False,True,False,True,False,False,True,True,False,1
0.36363636363636354,1,5,True,False,False,True,False,True,False,False,True,1
0.36363636363636354,1,2,True,False,False,True,False,True,False,True,False,1
0.36363636363636354,1,8,False,True,False,True,False,True,False,False,True,1
0.6363636363636362,1,8,False,True,False,True,False,False,True,True,False,1
0.09090909090909083,1,8,True,False,True,False,True,False,False,True,False,1
0.36363636363636354,1,0,False,True,True,False,False,True,False,True,False,1
0.4545454545454546,1,2,True,False,False,True,False,True,False,True,False,1
0.6363636363636362,1,8,True,False,False,True,False,False,True,True,False,1
0.36363636363636354,2,2,True,False,False,True,False,True,False,True,False,1
0.36363636363636354,1,0,False,True,False,True,False,True,False,True,False,1
0.36363636363636354,1,10,True,False,False,True,False,True,False,False,True,0
0.09090909090909083,1,2,True,False,False,True,True,False,False,True,False,0
0.6363636363636362,1,8,True,False,False,True,False,False,True,True,False,1
0.36363636363636354,1,8,True,False,False,True,False,True,False,False,True,1
0.6363636363636362,1,0,True,False,False,True,False,False,True,True,False,1
0.6363636363636362,2,7,False,True,False,True,False,False,True,True,False,1
0.0,1,2,True,False,False,True,True,False,False,True,False,1
0.09090909090909083,2,11,True,False,False,True,True,False,False,True,False,1
0.6363636363636362,1,8,True,False,False,True,False,False,True,True,False,1
0.6363636363636362,1,10,False,True,False,True,False,False,True,True,False,1
0.36363636363636354,1,6,True,False,False,True,False,True,False,True,False,1
0.09090909090909083,1,7,False,True,False,True,True,False,False,True,False,0
0.09090909090909083,1,10,True,False,False,True,True,False,False,True,False,0
0.09090909090909083,2,8,True,False,False,True,True,False,False,True,False,0
0.6363636363636362,0,11,False,True,False,True,False,False,True,True,False,1
0.6363636363636362,1,6,True,False,False,True,False,False,True,True,False,1
0.36363636363636354,1,2,False,True,False,True,False,True,False,True,False,0
0.5454545454545454,1,2,True,False,False,True,False,False,True,True,False,1
0.36363636363636354,2,12,False,True,False,True,False,True,False,True,False,1
0.6363636363636362,1,11,True,False,False,True,False,False,True,False,True,1
0.36363636363636354,2,2,False,True,False,True,False,True,False,True,False,1
0.36363636363636354,1,7,True,False,False,True,False,True,False,True,False,1
0.36363636363636354,1,10,False,True,False,True,False,True,False,False,True,1
0.6363636363636362,2,11,True,False,False,True,False,False,True,True,False,1
0.09090909090909083,1,2,True,False,False,True,True,False,False,True,False,0
0.6363636363636362,1,8,False,True,False,True,False,False,True,True,False,1
0.36363636363636354,1,3,False,True,False,True,False,True,False,False,True,1
0.36363636363636354,1,8,False,True,False,True,False,True,False,True,False,1
0.6363636363636362,1,2,False,True,False,True,False,False,True,False,True,1
0.09090909090909083,1,2,True,False,False,True,True,False,False,False,True,0
0.2727272727272727,2,2,False,True,False,True,False,True,False,True,False,1
0.0,1,6,True,False,False,True,True,False,False,True,False,1
0.36363636363636354,1,2,False,True,False,True,False,True,False,True,False,1
0.6363636363636362,1,0,False,True,False,True,False,False,True,False,True,0
0.36363636363636354,1,2,False,True,False,True,False,True,False,True,False,1
0.36363636363636354,2,8,True,False,False,True,False,True,False,True,False,1
0.5454545454545454,2,2,True,False,False,True,False,False,True,True,False,1
0.6363636363636362,2,12,False,True,False,True,False,False,True,True,False,1
0.36363636363636354,1,2,True,False,False,True,False,True,False,False,True,1
0.6363636363636362,1,8,True,False,False,True,False,False,True,True,False,0
0.6363636363636362,1,8,False,True,False,True,False,False,True,False,True,1
0.6363636363636362,1,8,True,False,False,True,False,False,True,True,False,1
0.6363636363636362,1,10,True,False,False,True,False,False,True,True,False,1
0.09090909090909083,1,11,False,True,False,True,True,False,False,True,False,0
0.5454545454545454,1,11,False,True,False,True,False,False,True,False,True,1
0.09090909090909083,1,12,True,False,False,True,True,False,False,False,True,0
0.6363636363636362,1,8,True,False,False,True,False,False,True,True,False,1
0.6363636363636362,1,0,True,False,False,True,False,False,True,True,False,1
0.36363636363636354,1,1,True,False,False,True,False,True,False,True,False,1
0.36363636363636354,1,1,False,True,False,True,False,True,False,True,False,1
0.36363636363636354,1,1,True,False,False,True,False,True,False,True,False,0
0.09090909090909083,1,2,True,False,False,True,True,False,False,False,True,1
0.09090909090909083,1,2,False,True,False,True,True,False,False,False,True,1
0.6363636363636362,1,1,False,True,False,True,False,False,True,True,False,1
0.6363636363636362,1,0,True,False,False,True,False,False,True,False,True,1
0.36363636363636354,1,8,True,False,False,True,False,True,False,False,True,1
0.36363636363636354,1,2,True,False,False,True,False,True,False,True,False,1
0.7272727272727273,1,2,False,True,False,True,False,False,True,True,False,1
0.09090909090909083,1,2,True,False,False,True,True,False,False,False,True,1
0.36363636363636354,1,9,False,True,False,True,False,True,False,False,True,0
0.36363636363636354,1,2,True,False,False,True,False,True,False,True,False,1
0.36363636363636354,2,2,True,False,False,True,False,True,False,True,False,1
0.36363636363636354,1,8,True,False,False,True,False,True,False,True,False,1
0.36363636363636354,1,8,True,False,False,True,False,True,False,True,False,1
0.6363636363636362,1,8,True,False,False,True,False,False,True,True,False,1
0.09090909090909083,1,6,False,True,False,True,True,False,False,True,False,1
0.36363636363636354,1,11,False,True,False,True,False,True,False,False,True,1
0.36363636363636354,1,12,True,False,False,True,False,True,False,True,False,1
0.6363636363636362,1,2,True,False,False,True,False,False,True,True,False,1
0.6363636363636362,1,2,True,False,False,True,False,False,True,False,True,1
0.36363636363636354,1,0,False,True,False,True,False,True,False,False,True,1
0.4545454545454546,1,8,True,False,False,True,False,True,False,True,False,1
0.36363636363636354,2,11,True,False,False,True,False,True,False,True,False,1
0.36363636363636354,1,6,True,False,False,True,False,True,False,True,False,1
0.6363636363636362,1,10,True,False,False,True,False,False,True,True,False,1
0.09090909090909083,1,2,True,False,False,True,True,False,False,True,False,0
0.09090909090909083,1,5,True,False,False,True,True,False,False,False,True,1
0.0,1,12,True,False,False,True,True,False,False,True,False,0
0.36363636363636354,1,11,True,False,False,True,False,True,False,True,False,1
0.36363636363636354,1,10,False,True,False,True,False,True,False,True,False,1
0.18181818181818166,1,10,True,False,False,True,True,False,False,False,True,0
0.09090909090909083,1,11,True,False,False,True,True,False,False,False,True,0
0.36363636363636354,1,7,False,True,False,True,False,True,False,False,True,1
0.18181818181818166,1,6,True,False,False,True,True,False,False,True,False,1
0.36363636363636354,1,8,False,True,False,True,False,True,False,True,False,1
0.6363636363636362,2,2,False,True,False,True,False,False,True,True,False,1
0.0,1,10,True,False,False,True,True,False,False,False,True,1
0.6363636363636362,1,8,False,True,False,True,False,False,True,True,False,1
0.09090909090909083,1,0,True,False,False,True,True,False,False,True,False,0
0.36363636363636354,1,8,True,False,False,True,False,True,False,True,False,1
0.36363636363636354,1,8,True,False,False,True,False,True,False,True,False,1
0.09090909090909083,1,1,True,False,False,True,True,False,False,True,False,1
0.09090909090909083,0,8,True,False,True,False,True,False,False,True,False,1
0.6363636363636362,1,8,True,False,False,True,False,False,True,False,True,1
0.09090909090909083,1,2,False,True,False,True,True,False,False,True,False,0
0.6363636363636362,2,8,True,False,False,True,False,False,True,True,False,0
0.36363636363636354,1,10,False,True,False,True,False,True,False,False,True,1
0.36363636363636354,2,12,True,False,False,True,False,True,False,True,False,0
0.2727272727272727,1,10,True,False,False,True,False,True,False,True,False,0
0.36363636363636354,1,1,False,True,False,True,False,True,False,False,True,1
0.5454545454545454,2,8,True,False,False,True,False,False,True,True,False,1
0.36363636363636354,1,8,False,True,False,True,False,True,False,True,False,1
0.36363636363636354,1,3,False,True,True,False,False,True,False,True,False,1
0.36363636363636354,1,6,False,True,False,True,False,True,False,True,False,1
0.4545454545454546,1,8,False,True,False,True,False,True,False,False,True,1
0.7272727272727273,2,2,True,False,True,False,False,False,True,True,False,1
0.36363636363636354,2,2,False,True,False,True,False,True,False,True,False,1
0.36363636363636354,2,2,False,True,False,True,False,True,False,True,False,1
0.09090909090909083,1,8,False,True,False,True,True,False,False,False,True,1
0.36363636363636354,1,0,False,True,False,True,False,True,False,False,True,1
0.6363636363636362,1,11,True,False,False,True,False,False,True,False,True,0
0.36363636363636354,2,8,False,True,False,True,False,True,False,True,False,1
0.36363636363636354,2,8,True,False,False,True,False,True,False,True,False,1
0.6363636363636362,2,12,True,False,False,True,False,False,True,True,False,1
0.36363636363636354,1,0,True,False,False,True,False,True,False,True,False,0
0.8181818181818181,1,7,False,True,False,True,False,False,True,False,True,1
0.8181818181818181,1,8,True,False,True,False,False,False,True,True,False,1
0.36363636363636354,1,0,True,False,False,True,False,True,False,False,True,1
0.6363636363636362,1,2,True,False,False,True,False,False,True,False,True,1
0.36363636363636354,2,2,False,True,False,True,False,True,False,True,False,1
0.36363636363636354,1,11,False,True,False,True,False,True,False,True,False,1
0.6363636363636362,1,8,False,True,False,True,False,False,True,True,False,1
0.36363636363636354,2,0,True,False,False,True,False,True,False,True,False,1
0.09090909090909083,1,2,True,False,False,True,True,False,False,True,False,1
0.36363636363636354,1,6,True,False,False,True,False,True,False,False,True,1
0.6363636363636362,1,8,True,False,False,True,False,False,True,True,False,0
0.36363636363636354,1,0,False,True,False,True,False,True,False,True,False,1
0.36363636363636354,1,11,False,True,False,True,False,True,False,False,True,1
0.6363636363636362,2,8,False,True,False,True,False,False,True,True,False,1
0.6363636363636362,1,6,False,True,False,True,False,False,True,True,False,0
0.6363636363636362,1,11,True,False,False,True,False,False,True,True,False,1
0.36363636363636354,1,8,False,True,False,True,False,True,False,True,False,1
0.09090909090909083,2,2,False,True,False,True,True,False,False,True,False,0
0.09090909090909083,1,1,True,False,False,True,True,False,False,True,False,1
0.36363636363636354,2,2,False,True,False,True,False,True,False,True,False,1
0.09090909090909083,1,0,True,False,False,True,True,False,False,True,False,1
0.18181818181818166,2,12,True,False,True,False,True,False,False,True,False,1
0.09090909090909083,1,11,True,False,False,True,True,False,False,False,True,0
0.36363636363636354,1,2,False,True,False,True,False,True,False,True,False,1
0.7272727272727273,1,11,True,False,False,True,False,False,True,False,True,0
0.6363636363636362,1,2,True,False,False,True,False,False,True,True,False,1
0.09090909090909083,1,2,True,False,False,True,True,False,False,False,True,0
0.09090909090909083,2,8,True,False,False,True,True,False,False,True,False,0
0.09090909090909083,1,8,False,True,False,True,True,False,False,True,False,0
0.6363636363636362,1,0,False,True,False,True,False,False,True,False,True,1
0.6363636363636362,1,0,True,False,False,True,False,False,True,True,False,1
0.18181818181818166,1,0,True,False,False,True,True,False,False,True,False,0
0.4545454545454546,1,11,True,False,False,True,False,True,False,False,True,1
0.6363636363636362,1,8,True,False,False,True,False,False,True,False,True,1
0.6363636363636362,1,13,False,True,False,True,False,False,True,True,False,0
0.6363636363636362,1,6,True,False,False,True,False,False,True,False,True,1
0.36363636363636354,1,7,False,True,False,True,False,True,False,True,False,1
0.4545454545454546,1,8,True,False,False,True,False,True,False,False,True,1
0.6363636363636362,1,2,False,True,False,True,False,False,True,True,False,1
0.5454545454545454,2,11,False,True,False,True,False,False,True,True,False,1
0.36363636363636354,1,6,True,False,False,True,False,True,False,True,False,1
0.09090909090909083,1,10,True,False,False,True,True,False,False,True,False,0
0.36363636363636354,1,2,False,True,False,True,False,True,False,True,False,1
0.6363636363636362,1,11,False,True,False,True,False,False,True,True,False,1
0.09090909090909083,1,4,True,False,False,True,True,False,False,False,True,1
0.36363636363636354,1,7,False,True,False,True,False,True,False,True,False,1
0.6363636363636362,1,1,True,False,False,True,False,False,True,True,False,1
0.36363636363636354,1,8,True,False,True,False,False,True,False,True,False,1
0.36363636363636354,0,6,False,True,False,True,False,True,False,True,False,1
0.6363636363636362,1,9,True,False,False,True,False,False,True,False,True,1
0.09090909090909083,1,12,True,False,False,True,True,False,False,True,False,0
